date,department,total_beds,occupied_beds,occupancy_rate_pct
2023-03-26,Oncology,45,31,68.9
2023-03-26,General Surgery,50,41,82.0
2023-03-26,Pediatrics,25,22,88.0
2023-03-26,ICU,20,11,55.0
2023-03-27,Emergency,30,23,76.7
2023-03-27,Cardiology,40,31,77.5
2023-03-27,Orthopedics,35,34,97.1
2023-03-27,Neurology,30,26,86.7
2023-03-27,Oncology,45,41,91.1
2023-03-27,General Surgery,50,50,100.0
2023-03-27,Pediatrics,25,18,72.0
2023-03-27,ICU,20,11,55.0
2023-03-28,Emergency,30,28,93.3
2023-03-28,Cardiology,40,38,95.0
2023-03-28,Orthopedics,35,31,88.6
2023-03-28,Neurology,30,18,60.0
2023-03-28,Oncology,45,39,86.7
2023-03-28,General Surgery,50,38,76.0
2023-03-28,Pediatrics,25,23,92.0
2023-03-28,ICU,20,16,80.0
2023-03-29,Emergency,30,19,63.3
2023-03-29,Cardiology,40,40,100.0
2023-03-29,Orthopedics,35,27,77.1
2023-03-29,Neurology,30,25,83.3
2023-03-29,Oncology,45,35,77.8
2023-03-29,General Surgery,50,40,80.0
2023-03-29,Pediatrics,25,22,88.0
2023-03-29,ICU,20,11,55.0
2023-03-30,Emergency,30,29,96.7
2023-03-30,Cardiology,40,30,75.0
2023-03-30,Orthopedics,35,27,77.1
2023-03-30,Neurology,30,19,63.3
2023-03-30,Oncology,45,42,93.3
2023-03-30,General Surgery,50,41,82.0
2023-03-30,Pediatrics,25,23,92.0
2023-03-30,ICU,20,14,70.0
2023-03-31,Emergency,30,27,90.0
2023-03-31,Cardiology,40,37,92.5
2023-03-31,Orthopedics,35,25,71.4
2023-03-31,Neurology,30,26,86.7
2023-03-31,Oncology,45,39,86.7
2023-03-31,General Surgery,50,37,74.0
2023-03-31,Pediatrics,25,20,80.0
2023-03-31,ICU,20,15,75.0
2023-04-01,Emergency,30,16,53.3
2023-04-01,Cardiology,40,24,60.0
2023-04-01,Orthopedics,35,19,54.3
2023-04-01,Neurology,30,15,50.0
2023-04-01,Oncology,45,39,86.7
2023-04-01,General Surgery,50,30,60.0
2023-04-01,Pediatrics,25,21,84.0
2023-04-01,ICU,20,14,70.0
2023-04-02,Emergency,30,23,76.7
2023-04-02,Cardiology,40,21,52.5
2023-04-02,Orthopedics,35,18,51.4
2023-04-02,Neurology,30,22,73.3
2023-04-02,Oncology,45,35,77.8
2023-04-02,General Surgery,50,37,74.0
2023-04-02,Pediatrics,25,16,64.0
2023-04-02,ICU,20,12,60.0
2023-04-03,Emergency,30,27,90.0
2023-04-03,Cardiology,40,22,55.0
2023-04-03,Orthopedics,35,23,65.7
2023-04-03,Neurology,30,23,76.7
2023-04-03,Oncology,45,27,60.0
2023-04-03,General Surgery,50,43,86.0
2023-04-03,Pediatrics,25,25,100.0
2023-04-03,ICU,20,15,75.0
2023-04-04,Emergency,30,19,63.3
2023-04-04,Cardiology,40,36,90.0
2023-04-04,Orthopedics,35,32,91.4
2023-04-04,Neurology,30,27,90.0
2023-04-04,Oncology,45,35,77.8
2023-04-04,General Surgery,50,32,64.0
2023-04-04,Pediatrics,25,15,60.0
2023-04-04,ICU,20,17,85.0
2023-04-05,Emergency,30,30,100.0
2023-04-05,Cardiology,40,23,57.5
2023-04-05,Orthopedics,35,34,97.1
2023-04-05,Neurology,30,29,96.7
2023-04-05,Oncology,45,33,73.3
2023-04-05,General Surgery,50,36,72.0
2023-04-05,Pediatrics,25,18,72.0
2023-04-05,ICU,20,13,65.0
2023-04-06,Emergency,30,26,86.7
2023-04-06,Cardiology,40,29,72.5
2023-04-06,Orthopedics,35,30,85.7
2023-04-06,Neurology,30,24,80.0
2023-04-06,Oncology,45,43,95.6
2023-04-06,General Surgery,50,39,78.0
2023-04-06,Pediatrics,25,24,96.0
2023-04-06,ICU,20,14,70.0
2023-04-07,Emergency,30,23,76.7
2023-04-07,Cardiology,40,22,55.0
2023-04-07,Orthopedics,35,32,91.4
2023-04-07,Neurology,30,27,90.0
2023-04-07,Oncology,45,37,82.2
2023-04-07,General Surgery,50,49,98.0
2023-04-07,Pediatrics,25,20,80.0
2023-04-07,ICU,20,17,85.0
2023-04-08,Emergency,30,28,93.3
2023-04-08,Cardiology,40,22,55.0
2023-04-08,Orthopedics,35,20,57.1
2023-04-08,Neurology,30,19,63.3
2023-04-08,Oncology,45,27,60.0
2023-04-08,General Surgery,50,33,66.0
2023-04-08,Pediatrics,25,19,76.0
2023-04-08,ICU,20,19,95.0
2023-04-09,Emergency,30,19,63.3
2023-04-09,Cardiology,40,30,75.0
2023-04-09,Orthopedics,35,31,88.6
2023-04-09,Neurology,30,21,70.0
2023-04-09,Oncology,45,23,51.1
2023-04-09,General Surgery,50,41,82.0
2023-04-09,Pediatrics,25,14,56.0
2023-04-09,ICU,20,17,85.0
2023-04-10,Emergency,30,24,80.0
2023-04-10,Cardiology,40,36,90.0
2023-04-10,Orthopedics,35,34,97.1
2023-04-10,Neurology,30,15,50.0
2023-04-10,Oncology,45,39,86.7
2023-04-10,General Surgery,50,32,64.0
2023-04-10,Pediatrics,25,24,96.0
2023-04-10,ICU,20,11,55.0
2023-04-11,Emergency,30,15,50.0
2023-04-11,Cardiology,40,30,75.0
2023-04-11,Orthopedics,35,35,100.0
2023-04-11,Neurology,30,18,60.0
2023-04-11,Oncology,45,27,60.0
2023-04-11,General Surgery,50,37,74.0
2023-04-11,Pediatrics,25,18,72.0
2023-04-11,ICU,20,16,80.0
2023-04-12,Emergency,30,19,63.3
2023-04-12,Cardiology,40,34,85.0
2023-04-12,Orthopedics,35,30,85.7
2023-04-12,Neurology,30,21,70.0
2023-04-12,Oncology,45,41,91.1
2023-04-12,General Surgery,50,45,90.0
2023-04-12,Pediatrics,25,21,84.0
2023-04-12,ICU,20,15,75.0
2023-04-13,Emergency,30,30,100.0
2023-04-13,Cardiology,40,21,52.5
2023-04-13,Orthopedics,35,26,74.3
2023-04-13,Neurology,30,19,63.3
2023-04-13,Oncology,45,34,75.6
2023-04-13,General Surgery,50,49,98.0
2023-04-13,Pediatrics,25,25,100.0
2023-04-13,ICU,20,18,90.0
2023-04-14,Emergency,30,21,70.0
2023-04-14,Cardiology,40,33,82.5
2023-04-14,Orthopedics,35,27,77.1
2023-04-14,Neurology,30,19,63.3
2023-04-14,Oncology,45,35,77.8
2023-04-14,General Surgery,50,25,50.0
2023-04-14,Pediatrics,25,16,64.0
2023-04-14,ICU,20,19,95.0
2023-04-15,Emergency,30,27,90.0
2023-04-15,Cardiology,40,27,67.5
2023-04-15,Orthopedics,35,25,71.4
2023-04-15,Neurology,30,27,90.0
2023-04-15,Oncology,45,44,97.8
2023-04-15,General Surgery,50,40,80.0
2023-04-15,Pediatrics,25,14,56.0
2023-04-15,ICU,20,20,100.0
2023-04-16,Emergency,30,19,63.3
2023-04-16,Cardiology,40,38,95.0
2023-04-16,Orthopedics,35,25,71.4
2023-04-16,Neurology,30,21,70.0
2023-04-16,Oncology,45,43,95.6
2023-04-16,General Surgery,50,26,52.0
2023-04-16,Pediatrics,25,25,100.0
2023-04-16,ICU,20,15,75.0
2023-04-17,Emergency,30,25,83.3
2023-04-17,Cardiology,40,34,85.0
2023-04-17,Orthopedics,35,30,85.7
2023-04-17,Neurology,30,16,53.3
2023-04-17,Oncology,45,39,86.7
2023-04-17,General Surgery,50,27,54.0
2023-04-17,Pediatrics,25,25,100.0
2023-04-17,ICU,20,16,80.0
2023-04-18,Emergency,30,15,50.0
2023-04-18,Cardiology,40,21,52.5
2023-04-18,Orthopedics,35,35,100.0
2023-04-18,Neurology,30,29,96.7
2023-04-18,Oncology,45,29,64.4
2023-04-18,General Surgery,50,46,92.0
2023-04-18,Pediatrics,25,22,88.0
2023-04-18,ICU,20,12,60.0
2023-04-19,Emergency,30,17,56.7
2023-04-19,Cardiology,40,34,85.0
2023-04-19,Orthopedics,35,29,82.9
2023-04-19,Neurology,30,20,66.7
2023-04-19,Oncology,45,29,64.4
2023-04-19,General Surgery,50,45,90.0
2023-04-19,Pediatrics,25,16,64.0
2023-04-19,ICU,20,20,100.0
2023-04-20,Emergency,30,26,86.7
2023-04-20,Cardiology,40,31,77.5
2023-04-20,Orthopedics,35,24,68.6
2023-04-20,Neurology,30,28,93.3
2023-04-20,Oncology,45,25,55.6
2023-04-20,General Surgery,50,25,50.0
2023-04-20,Pediatrics,25,19,76.0
2023-04-20,ICU,20,18,90.0
2023-04-21,Emergency,30,15,50.0
2023-04-21,Cardiology,40,38,95.0
2023-04-21,Orthopedics,35,28,80.0
2023-04-21,Neurology,30,25,83.3
2023-04-21,Oncology,45,42,93.3
2023-04-21,General Surgery,50,26,52.0
2023-04-21,Pediatrics,25,16,64.0
2023-04-21,ICU,20,11,55.0
2023-04-22,Emergency,30,27,90.0
2023-04-22,Cardiology,40,39,97.5
2023-04-22,Orthopedics,35,31,88.6
2023-04-22,Neurology,30,22,73.3
2023-04-22,Oncology,45,29,64.4
2023-04-22,General Surgery,50,39,78.0
2023-04-22,Pediatrics,25,21,84.0
2023-04-22,ICU,20,12,60.0
2023-04-23,Emergency,30,17,56.7
2023-04-23,Cardiology,40,34,85.0
2023-04-23,Orthopedics,35,34,97.1
2023-04-23,Neurology,30,17,56.7
2023-04-23,Oncology,45,27,60.0
2023-04-23,General Surgery,50,26,52.0
2023-04-23,Pediatrics,25,24,96.0
2023-04-23,ICU,20,15,75.0
2023-04-24,Emergency,30,22,73.3
2023-04-24,Cardiology,40,22,55.0
2023-04-24,Orthopedics,35,21,60.0
2023-04-24,Neurology,30,16,53.3
2023-04-24,Oncology,45,30,66.7
2023-04-24,General Surgery,50,25,50.0
2023-04-24,Pediatrics,25,20,80.0
2023-04-24,ICU,20,13,65.0
2023-04-25,Emergency,30,16,53.3
2023-04-25,Cardiology,40,30,75.0
2023-04-25,Orthopedics,35,34,97.1
2023-04-25,Neurology,30,30,100.0
2023-04-25,Oncology,45,45,100.0
2023-04-25,General Surgery,50,40,80.0
2023-04-25,Pediatrics,25,23,92.0
2023-04-25,ICU,20,15,75.0
2023-04-26,Emergency,30,18,60.0
2023-04-26,Cardiology,40,35,87.5
2023-04-26,Orthopedics,35,28,80.0
2023-04-26,Neurology,30,17,56.7
2023-04-26,Oncology,45,41,91.1
2023-04-26,General Surgery,50,44,88.0
2023-04-26,Pediatrics,25,25,100.0
2023-04-26,ICU,20,14,70.0
2023-04-27,Emergency,30,15,50.0
2023-04-27,Cardiology,40,22,55.0
2023-04-27,Orthopedics,35,25,71.4
2023-04-27,Neurology,30,28,93.3
2023-04-27,Oncology,45,30,66.7
2023-04-27,General Surgery,50,38,76.0
2023-04-27,Pediatrics,25,17,68.0
2023-04-27,ICU,20,15,75.0
2023-04-28,Emergency,30,27,90.0
2023-04-28,Cardiology,40,20,50.0
2023-04-28,Orthopedics,35,29,82.9
2023-04-28,Neurology,30,26,86.7
2023-04-28,Oncology,45,23,51.1
2023-04-28,General Surgery,50,39,78.0
2023-04-28,Pediatrics,25,20,80.0
2023-04-28,ICU,20,14,70.0
2023-04-29,Emergency,30,22,73.3
2023-04-29,Cardiology,40,33,82.5
2023-04-29,Orthopedics,35,25,71.4
2023-04-29,Neurology,30,28,93.3
2023-04-29,Oncology,45,29,64.4
2023-04-29,General Surgery,50,48,96.0
2023-04-29,Pediatrics,25,25,100.0
2023-04-29,ICU,20,13,65.0
2023-04-30,Emergency,30,25,83.3
2023-04-30,Cardiology,40,26,65.0
2023-04-30,Orthopedics,35,33,94.3
2023-04-30,Neurology,30,18,60.0
2023-04-30,Oncology,45,41,91.1
2023-04-30,General Surgery,50,45,90.0
2023-04-30,Pediatrics,25,18,72.0
2023-04-30,ICU,20,14,70.0
2023-05-01,Emergency,30,21,70.0
2023-05-01,Cardiology,40,22,55.0
2023-05-01,Orthopedics,35,33,94.3
2023-05-01,Neurology,30,22,73.3
2023-05-01,Oncology,45,42,93.3
2023-05-01,General Surgery,50,50,100.0
2023-05-01,Pediatrics,25,22,88.0
2023-05-01,ICU,20,19,95.0
2023-05-02,Emergency,30,27,90.0
2023-05-02,Cardiology,40,29,72.5
2023-05-02,Orthopedics,35,17,48.6
2023-05-02,Neurology,30,15,50.0
2023-05-02,Oncology,45,25,55.6
2023-05-02,General Surgery,50,41,82.0
2023-05-02,Pediatrics,25,21,84.0
2023-05-02,ICU,20,11,55.0
2023-05-03,Emergency,30,21,70.0
2023-05-03,Cardiology,40,23,57.5
2023-05-03,Orthopedics,35,35,100.0
2023-05-03,Neurology,30,17,56.7
2023-05-03,Oncology,45,39,86.7
2023-05-03,General Surgery,50,33,66.0
2023-05-03,Pediatrics,25,23,92.0
2023-05-03,ICU,20,12,60.0
2023-05-04,Emergency,30,22,73.3
2023-05-04,Cardiology,40,22,55.0
2023-05-04,Orthopedics,35,25,71.4
2023-05-04,Neurology,30,19,63.3
2023-05-04,Oncology,45,33,73.3
2023-05-04,General Surgery,50,26,52.0
2023-05-04,Pediatrics,25,12,48.0
2023-05-04,ICU,20,19,95.0
2023-05-05,Emergency,30,20,66.7
2023-05-05,Cardiology,40,36,90.0
2023-05-05,Orthopedics,35,32,91.4
2023-05-05,Neurology,30,27,90.0
2023-05-05,Oncology,45,39,86.7
2023-05-05,General Surgery,50,41,82.0
2023-05-05,Pediatrics,25,13,52.0
2023-05-05,ICU,20,18,90.0
2023-05-06,Emergency,30,29,96.7
2023-05-06,Cardiology,40,28,70.0
2023-05-06,Orthopedics,35,23,65.7
2023-05-06,Neurology,30,22,73.3
2023-05-06,Oncology,45,45,100.0
2023-05-06,General Surgery,50,49,98.0
2023-05-06,Pediatrics,25,19,76.0
2023-05-06,ICU,20,20,100.0
2023-05-07,Emergency,30,30,100.0
2023-05-07,Cardiology,40,31,77.5
2023-05-07,Orthopedics,35,35,100.0
2023-05-07,Neurology,30,27,90.0
2023-05-07,Oncology,45,34,75.6
2023-05-07,General Surgery,50,34,68.0
2023-05-07,Pediatrics,25,19,76.0
2023-05-07,ICU,20,12,60.0
2023-05-08,Emergency,30,20,66.7
2023-05-08,Cardiology,40,31,77.5
2023-05-08,Orthopedics,35,34,97.1
2023-05-08,Neurology,30,19,63.3
2023-05-08,Oncology,45,28,62.2
2023-05-08,General Surgery,50,42,84.0
2023-05-08,Pediatrics,25,24,96.0
2023-05-08,ICU,20,20,100.0
2023-05-09,Emergency,30,22,73.3
2023-05-09,Cardiology,40,26,65.0
2023-05-09,Orthopedics,35,24,68.6
2023-05-09,Neurology,30,28,93.3
2023-05-09,Oncology,45,35,77.8
2023-05-09,General Surgery,50,30,60.0
2023-05-09,Pediatrics,25,14,56.0
2023-05-09,ICU,20,20,100.0
2023-05-10,Emergency,30,19,63.3
2023-05-10,Cardiology,40,30,75.0
2023-05-10,Orthopedics,35,17,48.6
2023-05-10,Neurology,30,21,70.0
2023-05-10,Oncology,45,40,88.9
2023-05-10,General Surgery,50,49,98.0
2023-05-10,Pediatrics,25,24,96.0
2023-05-10,ICU,20,20,100.0
2023-05-11,Emergency,30,29,96.7
2023-05-11,Cardiology,40,24,60.0
2023-05-11,Orthopedics,35,31,88.6
2023-05-11,Neurology,30,20,66.7
2023-05-11,Oncology,45,24,53.3
2023-05-11,General Surgery,50,35,70.0
2023-05-11,Pediatrics,25,15,60.0
2023-05-11,ICU,20,11,55.0
2023-05-12,Emergency,30,23,76.7
2023-05-12,Cardiology,40,21,52.5
2023-05-12,Orthopedics,35,31,88.6
2023-05-12,Neurology,30,26,86.7
2023-05-12,Oncology,45,29,64.4
2023-05-12,General Surgery,50,43,86.0
2023-05-12,Pediatrics,25,19,76.0
2023-05-12,ICU,20,11,55.0
2023-05-13,Emergency,30,25,83.3
2023-05-13,Cardiology,40,23,57.5
2023-05-13,Orthopedics,35,25,71.4
2023-05-13,Neurology,30,28,93.3
2023-05-13,Oncology,45,28,62.2
2023-05-13,General Surgery,50,38,76.0
2023-05-13,Pediatrics,25,12,48.0
2023-05-13,ICU,20,20,100.0
2023-05-14,Emergency,30,23,76.7
2023-05-14,Cardiology,40,21,52.5
2023-05-14,Orthopedics,35,35,100.0
2023-05-14,Neurology,30,28,93.3
2023-05-14,Oncology,45,25,55.6
2023-05-14,General Surgery,50,30,60.0
2023-05-14,Pediatrics,25,21,84.0
2023-05-14,ICU,20,14,70.0
2023-05-15,Emergency,30,16,53.3
2023-05-15,Cardiology,40,22,55.0
2023-05-15,Orthopedics,35,27,77.1
2023-05-15,Neurology,30,16,53.3
2023-05-15,Oncology,45,39,86.7
2023-05-15,General Surgery,50,40,80.0
2023-05-15,Pediatrics,25,23,92.0
2023-05-15,ICU,20,20,100.0
2023-05-16,Emergency,30,17,56.7
2023-05-16,Cardiology,40,36,90.0
2023-05-16,Orthopedics,35,24,68.6
2023-05-16,Neurology,30,23,76.7
2023-05-16,Oncology,45,35,77.8
2023-05-16,General Surgery,50,49,98.0
2023-05-16,Pediatrics,25,22,88.0
2023-05-16,ICU,20,10,50.0
2023-05-17,Emergency,30,19,63.3
2023-05-17,Cardiology,40,36,90.0
2023-05-17,Orthopedics,35,28,80.0
2023-05-17,Neurology,30,27,90.0
2023-05-17,Oncology,45,22,48.9
2023-05-17,General Surgery,50,32,64.0
2023-05-17,Pediatrics,25,20,80.0
2023-05-17,ICU,20,14,70.0
2023-05-18,Emergency,30,25,83.3
2023-05-18,Cardiology,40,33,82.5
2023-05-18,Orthopedics,35,18,51.4
2023-05-18,Neurology,30,16,53.3
2023-05-18,Oncology,45,39,86.7
2023-05-18,General Surgery,50,33,66.0
2023-05-18,Pediatrics,25,22,88.0
2023-05-18,ICU,20,15,75.0
2023-05-19,Emergency,30,29,96.7
2023-05-19,Cardiology,40,20,50.0
2023-05-19,Orthopedics,35,26,74.3
2023-05-19,Neurology,30,24,80.0
2023-05-19,Oncology,45,32,71.1
2023-05-19,General Surgery,50,37,74.0
2023-05-19,Pediatrics,25,23,92.0
2023-05-19,ICU,20,10,50.0
2023-05-20,Emergency,30,16,53.3
2023-05-20,Cardiology,40,20,50.0
2023-05-20,Orthopedics,35,34,97.1
2023-05-20,Neurology,30,18,60.0
2023-05-20,Oncology,45,30,66.7
2023-05-20,General Surgery,50,46,92.0
2023-05-20,Pediatrics,25,20,80.0
2023-05-20,ICU,20,18,90.0
2023-05-21,Emergency,30,27,90.0
2023-05-21,Cardiology,40,35,87.5
2023-05-21,Orthopedics,35,25,71.4
2023-05-21,Neurology,30,30,100.0
2023-05-21,Oncology,45,23,51.1
2023-05-21,General Surgery,50,33,66.0
2023-05-21,Pediatrics,25,23,92.0
2023-05-21,ICU,20,18,90.0
2023-05-22,Emergency,30,15,50.0
2023-05-22,Cardiology,40,30,75.0
2023-05-22,Orthopedics,35,30,85.7
2023-05-22,Neurology,30,16,53.3
2023-05-22,Oncology,45,39,86.7
2023-05-22,General Surgery,50,35,70.0
2023-05-22,Pediatrics,25,22,88.0
2023-05-22,ICU,20,15,75.0
2023-05-23,Emergency,30,17,56.7
2023-05-23,Cardiology,40,27,67.5
2023-05-23,Orthopedics,35,31,88.6
2023-05-23,Neurology,30,29,96.7
2023-05-23,Oncology,45,38,84.4
2023-05-23,General Surgery,50,37,74.0
2023-05-23,Pediatrics,25,16,64.0
2023-05-23,ICU,20,14,70.0
2023-05-24,Emergency,30,16,53.3
2023-05-24,Cardiology,40,21,52.5
2023-05-24,Orthopedics,35,19,54.3
2023-05-24,Neurology,30,28,93.3
2023-05-24,Oncology,45,43,95.6
2023-05-24,General Surgery,50,49,98.0
2023-05-24,Pediatrics,25,15,60.0
2023-05-24,ICU,20,18,90.0
2023-05-25,Emergency,30,23,76.7
2023-05-25,Cardiology,40,20,50.0
2023-05-25,Orthopedics,35,24,68.6
2023-05-25,Neurology,30,19,63.3
2023-05-25,Oncology,45,23,51.1
2023-05-25,General Surgery,50,44,88.0
2023-05-25,Pediatrics,25,19,76.0
2023-05-25,ICU,20,10,50.0
2023-05-26,Emergency,30,18,60.0
2023-05-26,Cardiology,40,29,72.5
2023-05-26,Orthopedics,35,26,74.3
2023-05-26,Neurology,30,29,96.7
2023-05-26,Oncology,45,29,64.4
2023-05-26,General Surgery,50,39,78.0
2023-05-26,Pediatrics,25,15,60.0
2023-05-26,ICU,20,16,80.0
2023-05-27,Emergency,30,27,90.0
2023-05-27,Cardiology,40,39,97.5
2023-05-27,Orthopedics,35,26,74.3
2023-05-27,Neurology,30,26,86.7
2023-05-27,Oncology,45,23,51.1
2023-05-27,General Surgery,50,35,70.0
2023-05-27,Pediatrics,25,23,92.0
2023-05-27,ICU,20,19,95.0
2023-05-28,Emergency,30,18,60.0
2023-05-28,Cardiology,40,27,67.5
2023-05-28,Orthopedics,35,32,91.4
2023-05-28,Neurology,30,29,96.7
2023-05-28,Oncology,45,31,68.9
2023-05-28,General Surgery,50,47,94.0
2023-05-28,Pediatrics,25,16,64.0
2023-05-28,ICU,20,12,60.0
2023-05-29,Emergency,30,30,100.0
2023-05-29,Cardiology,40,32,80.0
2023-05-29,Orthopedics,35,19,54.3
2023-05-29,Neurology,30,18,60.0
2023-05-29,Oncology,45,25,55.6
2023-05-29,General Surgery,50,50,100.0
2023-05-29,Pediatrics,25,13,52.0
2023-05-29,ICU,20,17,85.0
2023-05-30,Emergency,30,23,76.7
2023-05-30,Cardiology,40,30,75.0
2023-05-30,Orthopedics,35,19,54.3
2023-05-30,Neurology,30,23,76.7
2023-05-30,Oncology,45,28,62.2
2023-05-30,General Surgery,50,37,74.0
2023-05-30,Pediatrics,25,19,76.0
2023-05-30,ICU,20,20,100.0
2023-05-31,Emergency,30,25,83.3
2023-05-31,Cardiology,40,21,52.5
2023-05-31,Orthopedics,35,18,51.4
2023-05-31,Neurology,30,30,100.0
2023-05-31,Oncology,45,32,71.1
2023-05-31,General Surgery,50,28,56.0
2023-05-31,Pediatrics,25,12,48.0
2023-05-31,ICU,20,17,85.0
2023-06-01,Emergency,30,28,93.3
2023-06-01,Cardiology,40,20,50.0
2023-06-01,Orthopedics,35,31,88.6
2023-06-01,Neurology,30,28,93.3
2023-06-01,Oncology,45,23,51.1
2023-06-01,General Surgery,50,37,74.0
2023-06-01,Pediatrics,25,24,96.0
2023-06-01,ICU,20,15,75.0
2023-06-02,Emergency,30,19,63.3
2023-06-02,Cardiology,40,38,95.0
2023-06-02,Orthopedics,35,35,100.0
2023-06-02,Neurology,30,27,90.0
2023-06-02,Oncology,45,35,77.8
2023-06-02,General Surgery,50,50,100.0
2023-06-02,Pediatrics,25,18,72.0
2023-06-02,ICU,20,12,60.0
2023-06-03,Emergency,30,16,53.3
2023-06-03,Cardiology,40,40,100.0
2023-06-03,Orthopedics,35,25,71.4
2023-06-03,Neurology,30,27,90.0
2023-06-03,Oncology,45,35,77.8
2023-06-03,General Surgery,50,32,64.0
2023-06-03,Pediatrics,25,17,68.0
2023-06-03,ICU,20,20,100.0
2023-06-04,Emergency,30,27,90.0
2023-06-04,Cardiology,40,35,87.5
2023-06-04,Orthopedics,35,26,74.3
2023-06-04,Neurology,30,28,93.3
2023-06-04,Oncology,45,26,57.8
2023-06-04,General Surgery,50,34,68.0
2023-06-04,Pediatrics,25,15,60.0
2023-06-04,ICU,20,15,75.0
2023-06-05,Emergency,30,26,86.7
2023-06-05,Cardiology,40,40,100.0
2023-06-05,Orthopedics,35,29,82.9
2023-06-05,Neurology,30,28,93.3
2023-06-05,Oncology,45,37,82.2
2023-06-05,General Surgery,50,30,60.0
2023-06-05,Pediatrics,25,15,60.0
2023-06-05,ICU,20,18,90.0
2023-06-06,Emergency,30,26,86.7
2023-06-06,Cardiology,40,34,85.0
2023-06-06,Orthopedics,35,30,85.7
2023-06-06,Neurology,30,18,60.0
2023-06-06,Oncology,45,33,73.3
2023-06-06,General Surgery,50,31,62.0
2023-06-06,Pediatrics,25,17,68.0
2023-06-06,ICU,20,14,70.0
2023-06-07,Emergency,30,26,86.7
2023-06-07,Cardiology,40,21,52.5
2023-06-07,Orthopedics,35,17,48.6
2023-06-07,Neurology,30,26,86.7
2023-06-07,Oncology,45,30,66.7
2023-06-07,General Surgery,50,39,78.0
2023-06-07,Pediatrics,25,15,60.0
2023-06-07,ICU,20,20,100.0
2023-06-08,Emergency,30,19,63.3
2023-06-08,Cardiology,40,22,55.0
2023-06-08,Orthopedics,35,32,91.4
2023-06-08,Neurology,30,17,56.7
2023-06-08,Oncology,45,40,88.9
2023-06-08,General Surgery,50,30,60.0
2023-06-08,Pediatrics,25,20,80.0
2023-06-08,ICU,20,14,70.0
2023-06-09,Emergency,30,21,70.0
2023-06-09,Cardiology,40,28,70.0
2023-06-09,Orthopedics,35,21,60.0
2023-06-09,Neurology,30,21,70.0
2023-06-09,Oncology,45,36,80.0
2023-06-09,General Surgery,50,45,90.0
2023-06-09,Pediatrics,25,14,56.0
2023-06-09,ICU,20,19,95.0
2023-06-10,Emergency,30,25,83.3
2023-06-10,Cardiology,40,22,55.0
2023-06-10,Orthopedics,35,30,85.7
2023-06-10,Neurology,30,28,93.3
2023-06-10,Oncology,45,45,100.0
2023-06-10,General Surgery,50,49,98.0
2023-06-10,Pediatrics,25,20,80.0
2023-06-10,ICU,20,19,95.0
2023-06-11,Emergency,30,15,50.0
2023-06-11,Cardiology,40,30,75.0
2023-06-11,Orthopedics,35,32,91.4
2023-06-11,Neurology,30,27,90.0
2023-06-11,Oncology,45,45,100.0
2023-06-11,General Surgery,50,48,96.0
2023-06-11,Pediatrics,25,16,64.0
2023-06-11,ICU,20,16,80.0
2023-06-12,Emergency,30,22,73.3
2023-06-12,Cardiology,40,38,95.0
2023-06-12,Orthopedics,35,19,54.3
2023-06-12,Neurology,30,16,53.3
2023-06-12,Oncology,45,23,51.1
2023-06-12,General Surgery,50,49,98.0
2023-06-12,Pediatrics,25,20,80.0
2023-06-12,ICU,20,11,55.0
2023-06-13,Emergency,30,16,53.3
2023-06-13,Cardiology,40,26,65.0
2023-06-13,Orthopedics,35,25,71.4
2023-06-13,Neurology,30,26,86.7
2023-06-13,Oncology,45,34,75.6
2023-06-13,General Surgery,50,31,62.0
2023-06-13,Pediatrics,25,23,92.0
2023-06-13,ICU,20,20,100.0
2023-06-14,Emergency,30,29,96.7
2023-06-14,Cardiology,40,24,60.0
2023-06-14,Orthopedics,35,28,80.0
2023-06-14,Neurology,30,22,73.3
2023-06-14,Oncology,45,35,77.8
2023-06-14,General Surgery,50,32,64.0
2023-06-14,Pediatrics,25,12,48.0
2023-06-14,ICU,20,16,80.0
2023-06-15,Emergency,30,24,80.0
2023-06-15,Cardiology,40,20,50.0
2023-06-15,Orthopedics,35,19,54.3
2023-06-15,Neurology,30,27,90.0
2023-06-15,Oncology,45,38,84.4
2023-06-15,General Surgery,50,49,98.0
2023-06-15,Pediatrics,25,23,92.0
2023-06-15,ICU,20,20,100.0
2023-06-16,Emergency,30,21,70.0
2023-06-16,Cardiology,40,27,67.5
2023-06-16,Orthopedics,35,29,82.9
2023-06-16,Neurology,30,25,83.3
2023-06-16,Oncology,45,38,84.4
2023-06-16,General Surgery,50,30,60.0
2023-06-16,Pediatrics,25,20,80.0
2023-06-16,ICU,20,12,60.0
2023-06-17,Emergency,30,28,93.3
2023-06-17,Cardiology,40,35,87.5
2023-06-17,Orthopedics,35,29,82.9
2023-06-17,Neurology,30,21,70.0
2023-06-17,Oncology,45,28,62.2
2023-06-17,General Surgery,50,26,52.0
2023-06-17,Pediatrics,25,15,60.0
2023-06-17,ICU,20,17,85.0
2023-06-18,Emergency,30,20,66.7
2023-06-18,Cardiology,40,24,60.0
2023-06-18,Orthopedics,35,30,85.7
2023-06-18,Neurology,30,26,86.7
2023-06-18,Oncology,45,28,62.2
2023-06-18,General Surgery,50,40,80.0
2023-06-18,Pediatrics,25,23,92.0
2023-06-18,ICU,20,10,50.0
2023-06-19,Emergency,30,30,100.0
